0.3547533	0.3263871	0.2943249	0.2584741	0.2193921	0.1783756	0.1317894	0.042290229	0	        0	        0	        0	        0	        0	        0	        0
0.7784953	0.7170628	0.6477637	0.5698136	0.4848772	0.3954089	0.3018861	0.1319266	0.04720597	0              	0	        0	        0	        0	        0	        0
1.630733	1.502509	1.357047	1.193907	1.015892	0.828447	0.6352799	0.3108735	0.136504	0.051968802	0	        0	        0	        0	        0	        0
3.282149	3.022491	2.72808	         2.397772	2.037803	1.659445	1.272711	0.6599088	0.311801	0.1410919	0.056656219	0	        0	        0	        0	        0
6.376878	5.867398	5.28949	          4.642075	3.937058	3.19974	         2.450438	1.315372	0.6474214	0.3131194	0.1457335	0	        0	        0	        0	        0
12.00346	11.03261	9.93129	          8.699587	7.36159	        5.966654	4.558707	2.500754	1.26704	          0.6368716	0.3147948	0.1503072	0	        0	        0	        0
21.96171	20.16012	18.1172	         15.83609	13.36465	10.79753	8.224976	4.569218	2.370976	1.224779	0.6274028	0.3168465	0	        0	        0	        0
39.16958	35.90756	32.20901	28.08405	23.62652	19.01606	14.43206	8.057991	4.272471	2.256656	1.18667	        0.619565	0.3189204	0	        0	        0
68.288	        62.51547	55.96401	48.65796	40.78029	32.67182	24.68298	13.75053	7.443856	4.01254 	2.155639	1.153316	0.6124639	0.3212695	0	        0
116.6705	106.6829	95.30661	82.59454	68.90326	54.8858	           41.2234	26.95874	12.56827	6.909276	3.784091	2.066101	1.122884	0.6069648	0	        0
195.7524	178.8681	159.4976	137.7498	114.2687	90.34675	67.34222	44.74949	20.59639	11.54803	6.442339	3.582441	1.984964	1.096491	0.6016346	0





